Pokemon_1,Type_1,Type_number_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2,Type_2,Type_number_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner,Index,N_Pokemon_1,N_Pokemon_2
Mega Lopunny,Normal,5,65,136,94,135,430,Gourgeist Large Size,Ghost,16,75,95,122,69,361,1,8733,428,711
Mismagius,Ghost,16,60,60,60,105,285,Gourgeist Small Size,Ghost,16,55,85,122,99,241,1,8734,429,711
Honchkrow,Dark,6,100,125,52,71,348,Gourgeist Super Size,Ghost,16,85,100,122,54,111,1,8735,430,711
Glameow,Normal,5,49,55,42,85,231,Haunter,Ghost,16,45,50,45,95,235,0,8736,431,93
Purugly,Normal,5,71,82,64,112,329,Lampent,Ghost,16,60,40,60,55,215,1,8737,432,608
Chingling,Psychic,14,45,30,50,45,170,Litwick,Ghost,16,50,30,55,20,125,1,8738,433,607
Stunky,Poison,7,63,63,47,74,247,Mega Banette,Ghost,16,64,165,75,75,347.5,0,8739,434,354
Skuntank,Poison,7,103,93,67,84,347,Mega Gengar,Ghost,16,60,65,80,130,311.75,1,8740,435,94
Bronzor,Steel,12,57,24,86,23,190,Mimikyu,Ghost,16,55,90,80,96,273,0,8741,436,778
Bronzong,Steel,12,67,89,116,33,305,Misdreavus,Ghost,16,60,60,60,85,176,1,8742,437,200
Bonsly,Rock,15,50,80,95,10,235,Mismagius,Ghost,16,60,60,60,105,205,1,8743,438,429
Mime Jr.,Psychic,14,20,25,45,60,150,Oricorio Sensu Style,Ghost,16,75,70,70,93,283,0,8744,439,741
Happiny,Normal,5,100,5,5,30,140,Palossand,Ghost,16,85,75,110,35,305,0,8745,440,770
Chatot,Normal,5,76,65,45,91,277,Phantump,Ghost,16,43,70,48,38,199,1,8746,441,708
Spiritomb,Ghost,16,50,92,108,35,285,Polteageist,Ghost,16,60,65,65,70,76,1,8747,442,855
Gible,Dragon,17,58,70,45,42,215,Pumpkaboo Average Size,Ghost,16,49,66,70,51,166,1,8748,443,710
Gabite,Dragon,17,68,90,65,82,305,Pumpkaboo Large Size,Ghost,16,54,66,70,46,146,1,8749,444,710
Garchomp,Dragon,17,108,130,95,102,435,Pumpkaboo Small Size,Ghost,16,44,66,70,56,106,1,8750,445,710
Mega Garchomp,Dragon,17,108,170,115,92,485,Pumpkaboo Super Size,Ghost,16,59,66,70,41,66,1,8751,445,710
Munchlax,Normal,5,135,85,40,5,265,Sandygast,Ghost,16,55,55,80,15,205,1,8752,446,769
Riolu,Fighting,13,40,70,40,60,210,Shuppet,Ghost,16,44,75,35,45,129,1,8753,447,353
Lucario,Fighting,13,70,110,70,90,340,Sinistea,Ghost,16,40,45,45,50,70,1,8754,448,854
Mega Lucario,Fighting,13,70,145,88,112,415,Spiritomb,Ghost,16,50,92,108,35,-5,1,8755,448,442
Hippopotas,Ground,9,68,72,78,32,250,Trevenant,Ghost,16,85,110,76,56,291,0,8756,449,709
Hippowdon,Ground,9,108,112,118,47,385,Yamask,Ghost,16,38,30,85,30,71,1,8757,450,562
Skorupi,Poison,7,40,50,90,65,245,Banette,Ghost,16,64,115,65,65,284,0,8758,451,354
Drapion,Poison,7,70,90,110,95,365,Chandelure,Ghost,16,60,55,90,80,240,1,8759,452,609
Croagunk,Poison,7,48,61,40,50,199,Cofagrigus,Ghost,16,58,50,145,30,252.5,0,8760,453,563
Toxicroak,Poison,7,83,106,65,85,339,Cursola,Ghost,16,60,95,50,30,182,1,8761,454,864
Carnivine,Grass,1,74,100,72,46,292,Dhelmise,Ghost,16,70,131,100,40,291,1,8762,455,781
Finneon,Water,3,49,49,56,66,220,Drifblim,Ghost,16,150,80,44,80,305,0,8763,456,426
Lumineon,Water,3,69,69,76,91,305,Drifloon,Ghost,16,90,50,34,70,175,1,8764,457,425
Mantyke,Water,3,45,20,50,50,165,Dusclops,Ghost,16,40,70,130,25,245,0,8765,458,356
Snover,Grass,1,60,62,50,40,212,Dusknoir,Ghost,16,45,100,135,45,263,0,8766,459,477
Abomasnow,Grass,1,90,92,75,60,317,Duskull,Ghost,16,20,40,90,25,83,1,8767,460,355
Mega Abomasnow,Grass,1,90,132,105,30,357,Galarian Corsola,Ghost,16,60,55,100,30,113,1,8768,460,222
Weavile,Dark,6,70,120,65,125,380,Gastly,Ghost,16,30,35,30,80,-65,1,8769,461,92
Magnezone,Electric,8,70,70,115,60,315,Gengar,Ghost,16,60,65,60,110,225,1,8770,462,94
Lickilicky,Normal,5,110,85,95,50,340,Giratina Altered Forme,Ghost,16,150,100,120,90,460,0,8771,463,487
Rhyperior,Ground,9,115,140,130,40,425,Giratina Origin Forme,Ghost,16,150,120,100,90,460,0,8772,464,487
Tangrowth,Grass,1,100,100,125,50,375,Gourgeist Average Size,Ghost,16,65,90,122,84,311,1,8773,465,711
Electivire,Electric,8,75,123,67,95,360,Gourgeist Large Size,Ghost,16,75,95,122,69,299.5,1,8774,466,711
Magmortar,Fire,2,75,95,67,83,320,Gourgeist Small Size,Ghost,16,55,85,122,99,171,1,8775,467,711
Togekiss,Fairy,11,85,50,95,80,310,Gourgeist Super Size,Ghost,16,85,100,122,54,311,0,8776,468,711
Yanmega,Bug,4,86,76,86,95,343,Haunter,Ghost,16,45,50,45,95,216,1,8777,469,93
Leafeon,Grass,1,65,110,130,95,400,Lampent,Ghost,16,60,40,60,55,160,1,8778,470,608
Glaceon,Ice,10,65,60,110,65,300,Litwick,Ghost,16,50,30,55,20,125,1,8779,471,607
Gliscor,Ground,9,75,95,125,95,390,Mega Banette,Ghost,16,64,165,75,75,284,1,8780,472,354
Mamoswine,Ice,10,110,130,80,80,400,Mega Gengar,Ghost,16,60,65,80,130,205,1,8781,473,94
Porygon-Z,Normal,5,85,80,70,90,325,Mimikyu,Ghost,16,55,90,80,96,321,1,8782,474,778
Gallade,Psychic,14,68,125,65,80,338,Misdreavus,Ghost,16,60,60,60,85,140,1,8783,475,200
Mega Gallade,Psychic,14,68,165,95,110,438,Mismagius,Ghost,16,60,60,60,105,120,1,8784,475,429
Probopass,Rock,15,60,55,145,40,300,Oricorio Sensu Style,Ghost,16,75,70,70,93,198,1,8785,476,741
Dusknoir,Ghost,16,45,100,135,45,325,Palossand,Ghost,16,85,75,110,35,105,1,8786,477,770
Froslass,Ice,10,70,80,70,110,330,Phantump,Ghost,16,43,70,48,38,39,1,8787,478,708
Rotom,Electric,8,50,50,77,91,268,Polteageist,Ghost,16,60,65,65,70,210,1,8788,479,855
Heat Rotom,Electric,8,50,65,107,86,308,Pumpkaboo Average Size,Ghost,16,49,66,70,51,203.5,1,8789,479,710
Wash Rotom,Electric,8,50,65,107,86,308,Pumpkaboo Large Size,Ghost,16,54,66,70,46,203.5,1,8790,479,710
Frost Rotom,Electric,8,50,65,107,86,308,Pumpkaboo Small Size,Ghost,16,44,66,70,56,203.5,1,8791,479,710
Fan Rotom,Electric,8,50,65,107,86,308,Pumpkaboo Super Size,Ghost,16,59,66,70,41,203.5,1,8792,479,710
Mow Rotom,Electric,8,50,65,107,86,308,Sandygast,Ghost,16,55,55,80,15,205,1,8793,479,769
Uxie,Psychic,14,75,75,130,95,375,Shuppet,Ghost,16,44,75,35,45,124,1,8794,480,353
Mesprit,Psychic,14,80,105,105,80,370,Sinistea,Ghost,16,40,45,45,50,75,1,8795,481,854
Azelf,Psychic,14,75,125,70,115,385,Spiritomb,Ghost,16,50,92,108,35,285,1,8796,482,442
Dialga,Steel,12,100,120,120,90,430,Trevenant,Ghost,16,85,110,76,56,207,1,8797,483,709
Palkia,Water,3,90,120,100,100,410,Yamask,Ghost,16,38,30,85,30,63,1,8798,484,562
Heatran,Fire,2,91,90,106,77,364,Banette,Ghost,16,64,115,65,65,219,1,8799,485,354
Regigigas,Normal,5,110,160,110,100,480,Chandelure,Ghost,16,60,55,90,80,285,1,8800,486,609
Giratina Altered Forme,Ghost,16,150,100,120,90,460,Cofagrigus,Ghost,16,58,50,145,30,83,1,8801,487,563
Giratina Origin Forme,Ghost,16,150,120,100,90,460,Cursola,Ghost,16,60,95,50,30,-5,1,8802,487,864
Cresselia,Psychic,14,120,70,120,85,395,Dhelmise,Ghost,16,70,131,100,40,271,1,8803,488,781
Phione,Water,3,80,80,80,80,320,Drifblim,Ghost,16,150,80,44,80,274,1,8804,489,426
Manaphy,Water,3,100,100,100,100,400,Drifloon,Ghost,16,90,50,34,70,144,1,8805,490,425
Darkrai,Dark,6,70,90,90,125,375,Dusclops,Ghost,16,40,70,130,25,85,1,8806,491,356
Shaymin Land Forme,Grass,1,100,100,100,100,400,Dusknoir,Ghost,16,45,100,135,45,225,1,8807,492,477
Shaymin Sky Forme,Grass,1,100,103,75,127,405,Duskull,Ghost,16,20,40,90,25,72,1,8808,492,355
Arceus,Normal,5,120,120,120,120,480,Galarian Corsola,Ghost,16,60,55,100,30,245,1,8809,493,222
Victini,Psychic,14,100,100,100,100,400,Gastly,Ghost,16,30,35,30,80,-25,1,8810,494,92
Snivy,Grass,1,45,45,55,63,208,Gengar,Ghost,16,60,65,60,110,272.5,0,8811,495,94
Servine,Grass,1,60,60,75,83,278,Giratina Altered Forme,Ghost,16,150,100,120,90,430,0,8812,496,487
Serperior,Grass,1,75,75,95,113,358,Giratina Origin Forme,Ghost,16,150,120,100,90,422.5,0,8813,497,487
Tepig,Fire,2,65,63,45,45,218,Gourgeist Average Size,Ghost,16,65,90,122,84,235,0,8814,498,711
Pignite,Fire,2,90,93,55,55,293,Gourgeist Large Size,Ghost,16,75,95,122,69,175,1,8815,499,711
Emboar,Fire,2,110,123,65,65,363,Gourgeist Small Size,Ghost,16,55,85,122,99,115,1,8816,500,711
Oshawott,Water,3,55,55,45,45,200,Gourgeist Super Size,Ghost,16,85,100,122,54,333.5,0,8817,501,711
Dewott,Water,3,75,75,60,60,270,Haunter,Ghost,16,45,50,45,95,160,1,8818,502,93
Samurott,Water,3,95,100,85,70,350,Lampent,Ghost,16,60,40,60,55,15,1,8819,503,608
Patrat,Normal,5,45,55,39,42,181,Litwick,Ghost,16,50,30,55,20,155,1,8820,504,607
Watchog,Normal,5,60,85,69,77,291,Mega Banette,Ghost,16,64,165,75,75,379,0,8821,505,354
Lillipup,Normal,5,45,60,45,55,205,Mega Gengar,Ghost,16,60,65,80,130,335,0,8822,506,94
Herdier,Normal,5,65,80,65,60,270,Mimikyu,Ghost,16,55,90,80,96,321,0,8823,507,778
Stoutland,Normal,5,85,110,90,80,365,Misdreavus,Ghost,16,60,60,60,85,265,1,8824,508,200
Purrloin,Dark,6,41,50,37,66,194,Mismagius,Ghost,16,60,60,60,105,185,1,8825,509,429
Liepard,Dark,6,64,88,50,106,308,Oricorio Sensu Style,Ghost,16,75,70,70,93,132,1,8826,510,741
Pansage,Grass,1,50,53,48,64,215,Palossand,Ghost,16,85,75,110,35,199,1,8827,511,770
Simisage,Grass,1,75,98,63,101,337,Phantump,Ghost,16,43,70,48,38,150,1,8828,512,708
Pansear,Fire,2,50,53,48,64,215,Polteageist,Ghost,16,60,65,65,70,207,1,8829,513,855
Simisear,Fire,2,75,98,63,101,337,Pumpkaboo Average Size,Ghost,16,49,66,70,51,40,1,8830,514,710
Panpour,Water,3,50,53,48,64,215,Pumpkaboo Large Size,Ghost,16,54,66,70,46,209.5,1,8831,515,710
Simipour,Water,3,75,98,63,101,337,Pumpkaboo Small Size,Ghost,16,44,66,70,56,187,1,8832,516,710
Munna,Psychic,14,76,25,45,24,170,Pumpkaboo Super Size,Ghost,16,59,66,70,41,211,0,8833,517,710
Musharna,Psychic,14,116,55,85,29,285,Sandygast,Ghost,16,55,55,80,15,150,1,8834,518,769
Pidove,Normal,5,50,55,50,43,198,Shuppet,Ghost,16,44,75,35,45,199,0,8835,519,353
Tranquill,Normal,5,62,77,62,65,266,Sinistea,Ghost,16,40,45,45,50,180,1,8836,520,854
Unfezant,Normal,5,80,115,80,93,368,Spiritomb,Ghost,16,50,92,108,35,285,1,8837,521,442
Blitzle,Electric,8,45,60,32,76,213,Trevenant,Ghost,16,85,110,76,56,297,0,8838,522,709
Zebstrika,Electric,8,75,100,63,116,354,Yamask,Ghost,16,38,30,85,30,83,1,8839,523,562
Roggenrola,Rock,15,55,75,85,15,230,Banette,Ghost,16,64,115,65,65,234,0,8840,524,354
Boldore,Rock,15,70,105,105,20,300,Chandelure,Ghost,16,60,55,90,80,75,1,8841,525,609
Gigalith,Rock,15,85,135,130,25,375,Cofagrigus,Ghost,16,58,50,145,30,148,1,8842,526,563
Woobat,Psychic,14,65,45,43,72,225,Cursola,Ghost,16,60,95,50,30,190,1,8843,527,864
Swoobat,Psychic,14,67,57,55,114,293,Dhelmise,Ghost,16,70,131,100,40,284,1,8844,528,781
Drilbur,Ground,9,60,85,40,68,253,Drifblim,Ghost,16,150,80,44,80,354,0,8845,529,426
Excadrill,Ground,9,110,135,60,88,393,Drifloon,Ghost,16,90,50,34,70,244,1,8846,530,425
Audino,Normal,5,103,60,86,50,299,Dusclops,Ghost,16,40,70,130,25,265,1,8847,531,356
Mega Audino,Normal,5,103,60,126,50,339,Dusknoir,Ghost,16,45,100,135,45,325,1,8848,531,477
Timburr,Fighting,13,75,80,55,35,245,Duskull,Ghost,16,20,40,90,25,95,1,8849,532,355
Gurdurr,Fighting,13,85,105,85,40,315,Galarian Corsola,Ghost,16,60,55,100,30,140,1,8850,533,222
Conkeldurr,Fighting,13,105,140,95,45,385,Gastly,Ghost,16,30,35,30,80,105,1,8851,534,92
Tympole,Water,3,50,50,40,64,204,Gengar,Ghost,16,60,65,60,110,245,0,8852,535,94
Palpitoad,Water,3,75,65,55,69,264,Giratina Altered Forme,Ghost,16,150,100,120,90,427.5,0,8853,536,487
Seismitoad,Water,3,105,95,75,74,349,Giratina Origin Forme,Ghost,16,150,120,100,90,412.5,0,8854,537,487
Throh,Fighting,13,120,100,85,45,350,Gourgeist Average Size,Ghost,16,65,90,122,84,261,1,8855,538,711
Sawk,Fighting,13,75,125,75,85,360,Gourgeist Large Size,Ghost,16,75,95,122,69,236,1,8856,539,711
Sewaddle,Bug,4,45,53,70,42,210,Gourgeist Small Size,Ghost,16,55,85,122,99,308,0,8857,540,711
Swadloon,Bug,4,55,63,90,42,250,Gourgeist Super Size,Ghost,16,85,100,122,54,298,0,8858,541,711
Leavanny,Bug,4,75,103,80,92,350,Haunter,Ghost,16,45,50,45,95,209.25,1,8859,542,93
Venipede,Bug,4,30,45,59,57,191,Lampent,Ghost,16,60,40,60,55,203.75,0,8860,543,608
Whirlipede,Bug,4,40,55,99,47,241,Litwick,Ghost,16,50,30,55,20,141.25,1,8861,544,607
Scolipede,Bug,4,60,100,89,112,361,Mega Banette,Ghost,16,64,165,75,75,329,1,8862,545,354
Cottonee,Grass,1,40,27,60,66,193,Mega Gengar,Ghost,16,60,65,80,130,321.5,0,8863,546,94
Whimsicott,Grass,1,60,67,85,116,328,Mimikyu,Ghost,16,55,90,80,96,254,1,8864,547,778
Petilil,Grass,1,45,35,50,30,160,Misdreavus,Ghost,16,60,60,60,85,230,0,8865,548,200
Lilligant,Grass,1,70,60,75,90,295,Mismagius,Ghost,16,60,60,60,105,225,1,8866,549,429
Basculin Red-Striped Form,Water,3,70,92,65,98,325,Oricorio Sensu Style,Ghost,16,75,70,70,93,216,1,8867,550,741
Basculin Blue-Striped Form,Water,3,70,92,65,98,325,Palossand,Ghost,16,85,75,110,35,121,1,8868,550,770
Sandile,Ground,9,50,72,35,65,222,Phantump,Ghost,16,43,70,48,38,163,1,8869,551,708
Krokorok,Ground,9,60,82,45,74,261,Polteageist,Ghost,16,60,65,65,70,178,1,8870,552,855
Krookodile,Ground,9,95,117,80,92,384,Pumpkaboo Average Size,Ghost,16,49,66,70,51,177.5,1,8871,553,710
Darumaka,Fire,2,70,90,45,50,255,Pumpkaboo Large Size,Ghost,16,54,66,70,46,56,1,8872,554,710
Galarian Darumaka,Ice,10,70,90,45,50,255,Pumpkaboo Small Size,Ghost,16,44,66,70,56,56,1,8873,554,710
Darmanitan Standard Mode,Fire,2,105,140,55,95,395,Pumpkaboo Super Size,Ghost,16,59,66,70,41,-44,1,8874,555,710
Darmanitan Zen Mode,Fire,2,105,30,105,55,295,Sandygast,Ghost,16,55,55,80,15,175,1,8875,555,769
Darmanitan Galarian Standard Mode,Ice,10,105,140,55,95,395,Shuppet,Ghost,16,44,75,35,45,59,1,8876,555,353
Darmanitan Galarian Zen Mode,Ice,10,105,160,55,135,455,Sinistea,Ghost,16,40,45,45,50,20,1,8877,555,854
Maractus,Grass,1,75,86,67,60,288,Spiritomb,Ghost,16,50,92,108,35,199,1,8878,556,442
Dwebble,Bug,4,50,65,85,55,255,Trevenant,Ghost,16,85,110,76,56,262,0,8879,557,709
Crustle,Bug,4,70,105,125,45,345,Yamask,Ghost,16,38,30,85,30,130.5,1,8880,558,562
Scraggy,Dark,6,50,75,70,48,243,Banette,Ghost,16,64,115,65,65,159,1,8881,559,354
Scrafty,Dark,6,65,90,115,58,328,Chandelure,Ghost,16,60,55,90,80,105,1,8882,560,609
Sigilyph,Psychic,14,72,58,80,97,307,Cofagrigus,Ghost,16,58,50,145,30,225,1,8883,561,563
Yamask,Ghost,16,38,30,85,30,183,Cursola,Ghost,16,60,95,50,30,175,1,8884,562,864
Galarian Yamask,Ground,9,38,55,85,30,208,Dhelmise,Ghost,16,70,131,100,40,313.5,0,8885,562,781
Cofagrigus,Ghost,16,58,50,145,30,283,Drifblim,Ghost,16,150,80,44,80,254,1,8886,563,426
Tirtouga,Water,3,54,78,103,22,257,Drifloon,Ghost,16,90,50,34,70,166,1,8887,564,425
Carracosta,Water,3,74,108,133,32,347,Dusclops,Ghost,16,40,70,130,25,157,1,8888,565,356
Archen,Rock,15,55,112,45,70,282,Dusknoir,Ghost,16,45,100,135,45,213,1,8889,566,477
Archeops,Rock,15,75,140,65,110,390,Duskull,Ghost,16,20,40,90,25,35,1,8890,567,355
Trubbish,Poison,7,50,50,62,65,227,Galarian Corsola,Ghost,16,60,55,100,30,220,1,8891,568,222
Garbodor,Poison,7,80,95,82,75,332,Gastly,Ghost,16,30,35,30,80,151.25,1,8892,569,92
Zorua,Dark,6,40,65,40,65,210,Gengar,Ghost,16,60,65,60,110,165,1,8893,570,94
Zoroark,Dark,6,60,105,60,105,330,Giratina Altered Forme,Ghost,16,150,100,120,90,250,1,8894,571,487
Minccino,Normal,5,55,50,40,75,220,Giratina Origin Forme,Ghost,16,150,120,100,90,460,0,8895,572,487
Cinccino,Normal,5,75,95,60,115,345,Gourgeist Average Size,Ghost,16,65,90,122,84,361,0,8896,573,711
Gothita,Psychic,14,45,30,50,45,170,Gourgeist Large Size,Ghost,16,75,95,122,69,331,0,8897,574,711
Gothorita,Psychic,14,60,45,70,55,230,Gourgeist Small Size,Ghost,16,55,85,122,99,316,0,8898,575,711
Gothitelle,Psychic,14,70,55,95,65,285,Gourgeist Super Size,Ghost,16,85,100,122,54,306,0,8899,576,711
Solosis,Psychic,14,45,30,40,20,135,Haunter,Ghost,16,45,50,45,95,175,0,8900,577,93
Duosion,Psychic,14,65,40,50,30,185,Lampent,Ghost,16,60,40,60,55,175,1,8901,578,608
Reuniclus,Psychic,14,110,65,75,30,280,Litwick,Ghost,16,50,30,55,20,90,1,8902,579,607
Ducklett,Water,3,62,44,50,55,211,Mega Banette,Ghost,16,64,165,75,75,335,0,8903,580,354
Swanna,Water,3,75,87,63,98,323,Mega Gengar,Ghost,16,60,65,80,130,248,1,8904,581,94
Vanillite,Ice,10,36,50,50,44,180,Mimikyu,Ghost,16,55,90,80,96,271,0,8905,582,778
Vanillish,Ice,10,51,65,65,59,240,Misdreavus,Ghost,16,60,60,60,85,200,1,8906,583,200
Vanilluxe,Ice,10,71,95,85,79,330,Mismagius,Ghost,16,60,60,60,105,190,1,8907,584,429
Deerling,Normal,5,60,60,50,75,245,Oricorio Sensu Style,Ghost,16,75,70,70,93,308,0,8908,585,741
Sawsbuck,Normal,5,80,100,70,95,345,Palossand,Ghost,16,85,75,110,35,305,1,8909,586,770
Emolga,Electric,8,55,75,60,103,293,Phantump,Ghost,16,43,70,48,38,161.5,1,8910,587,708
Karrablast,Bug,4,50,75,45,60,230,Polteageist,Ghost,16,60,65,65,70,222.5,1,8911,588,855
Escavalier,Bug,4,70,135,105,20,330,Pumpkaboo Average Size,Ghost,16,49,66,70,51,101,1,8912,589,710
Foongus,Grass,1,69,55,45,15,184,Pumpkaboo Large Size,Ghost,16,54,66,70,46,208.5,0,8913,590,710
Amoonguss,Grass,1,114,85,70,30,299,Pumpkaboo Small Size,Ghost,16,44,66,70,56,193.5,1,8914,591,710
Frillish,Water,3,55,40,50,40,185,Pumpkaboo Super Size,Ghost,16,59,66,70,41,216,0,8915,592,710
Jellicent,Water,3,100,60,70,60,290,Sandygast,Ghost,16,55,55,80,15,85,1,8916,593,769
Alomomola,Water,3,165,75,80,65,385,Shuppet,Ghost,16,44,75,35,45,124,1,8917,594,353
Joltik,Bug,4,50,47,50,65,212,Sinistea,Ghost,16,40,45,45,50,156.5,1,8918,595,854
Galvantula,Bug,4,70,77,60,108,315,Spiritomb,Ghost,16,50,92,108,35,208,1,8919,596,442
Ferroseed,Grass,1,44,50,91,10,195,Trevenant,Ghost,16,85,110,76,56,302,0,8920,597,709
Ferrothorn,Grass,1,74,94,131,20,319,Yamask,Ghost,16,38,30,85,30,89,1,8921,598,562
Klink,Steel,12,40,55,70,30,195,Banette,Ghost,16,64,115,65,65,254,0,8922,599,354
Klang,Steel,12,60,80,95,50,285,Chandelure,Ghost,16,60,55,90,80,245,1,8923,600,609
Klinklang,Steel,12,60,100,115,90,365,Cofagrigus,Ghost,16,58,50,145,30,183,1,8924,601,563
Tynamo,Electric,8,35,55,40,60,190,Cursola,Ghost,16,60,95,50,30,180,1,8925,602,864
Eelektrik,Electric,8,65,85,70,40,260,Dhelmise,Ghost,16,70,131,100,40,298.5,0,8926,603,781
Eelektross,Electric,8,85,115,80,50,330,Drifblim,Ghost,16,150,80,44,80,124,1,8927,604,426
Elgyem,Psychic,14,55,55,55,30,195,Drifloon,Ghost,16,90,50,34,70,189,1,8928,605,425
Beheeyem,Psychic,14,75,75,75,40,265,Dusclops,Ghost,16,40,70,130,25,190,1,8929,606,356
Litwick,Ghost,16,50,30,55,20,155,Dusknoir,Ghost,16,45,100,135,45,265,0,8930,607,477
Lampent,Ghost,16,60,40,60,55,215,Duskull,Ghost,16,20,40,90,25,95,1,8931,608,355
Chandelure,Ghost,16,60,55,90,80,285,Galarian Corsola,Ghost,16,60,55,100,30,135,1,8932,609,222
Axew,Dragon,17,46,87,60,57,250,Gastly,Ghost,16,30,35,30,80,88,1,8933,610,92
Fraxure,Dragon,17,66,117,70,67,320,Gengar,Ghost,16,60,65,60,110,178,1,8934,611,94
Haxorus,Dragon,17,76,147,90,97,410,Giratina Altered Forme,Ghost,16,150,100,120,90,166,1,8935,612,487
Cubchoo,Ice,10,55,70,40,40,205,Giratina Origin Forme,Ghost,16,150,120,100,90,320,0,8936,613,487
Beartic,Ice,10,95,130,80,50,355,Gourgeist Average Size,Ghost,16,65,90,122,84,101,1,8937,614,711
Cryogonal,Ice,10,80,50,50,105,285,Gourgeist Large Size,Ghost,16,75,95,122,69,261,1,8938,615,711
Shelmet,Bug,4,50,40,85,25,200,Gourgeist Small Size,Ghost,16,55,85,122,99,321,0,8939,616,711
Accelgor,Bug,4,80,70,40,145,335,Gourgeist Super Size,Ghost,16,85,100,122,54,291,1,8940,617,711
Stunfisk,Ground,9,109,66,84,32,291,Haunter,Ghost,16,45,50,45,95,235,1,8941,618,93
Galarian Stunfisk,Ground,9,109,81,99,32,321,Lampent,Ghost,16,60,40,60,55,53,1,8942,618,608
Mienfoo,Fighting,13,45,85,50,65,245,Litwick,Ghost,16,50,30,55,20,112.5,1,8943,619,607
Mienshao,Fighting,13,65,125,60,105,355,Mega Banette,Ghost,16,64,165,75,75,254,1,8944,620,354
Druddigon,Dragon,17,77,120,90,48,335,Mega Gengar,Ghost,16,60,65,80,130,215,1,8945,621,94
Golett,Ground,9,59,74,50,35,218,Mimikyu,Ghost,16,55,90,80,96,247,0,8946,622,778
Golurk,Ground,9,89,124,80,55,348,Misdreavus,Ghost,16,60,60,60,85,265,1,8947,623,200
Pawniard,Dark,6,45,85,70,60,260,Mismagius,Ghost,16,60,60,60,105,115,1,8948,624,429
Bisharp,Dark,6,65,125,100,70,360,Oricorio Sensu Style,Ghost,16,75,70,70,93,58,1,8949,625,741
Bouffalant,Normal,5,95,110,95,55,355,Palossand,Ghost,16,85,75,110,35,305,1,8950,626,770
Rufflet,Normal,5,70,83,50,60,263,Phantump,Ghost,16,43,70,48,38,199,1,8951,627,708
Braviary,Normal,5,100,123,75,80,378,Polteageist,Ghost,16,60,65,65,70,260,1,8952,628,855
Vullaby,Dark,6,70,55,75,60,260,Pumpkaboo Average Size,Ghost,16,49,66,70,51,126,1,8953,629,710
Mandibuzz,Dark,6,110,65,105,80,360,Pumpkaboo Large Size,Ghost,16,54,66,70,46,106,1,8954,630,710
Heatmor,Fire,2,85,97,66,65,313,Pumpkaboo Small Size,Ghost,16,44,66,70,56,42,1,8955,631,710
Durant,Bug,4,58,109,112,109,388,Pumpkaboo Super Size,Ghost,16,59,66,70,41,127,1,8956,632,710
Deino,Dark,6,52,65,50,38,205,Sandygast,Ghost,16,55,55,80,15,75,1,8957,633,769
Zweilous,Dark,6,72,85,70,58,285,Shuppet,Ghost,16,44,75,35,45,29,1,8958,634,353
Hydreigon,Dark,6,92,105,90,98,385,Sinistea,Ghost,16,40,45,45,50,-30,1,8959,635,854
Larvesta,Bug,4,55,85,55,60,255,Spiritomb,Ghost,16,50,92,108,35,200,1,8960,636,442
Volcarona,Bug,4,85,60,65,100,310,Trevenant,Ghost,16,85,110,76,56,267,1,8961,637,709
Cobalion,Steel,12,91,90,129,108,418,Yamask,Ghost,16,38,30,85,30,93,1,8962,638,562
Terrakion,Rock,15,91,129,90,108,418,Banette,Ghost,16,64,115,65,65,180,1,8963,639,354
Virizion,Grass,1,91,90,72,108,361,Chandelure,Ghost,16,60,55,90,80,240,1,8964,640,609
Tornadus Incarnate Forme,Flying,18,79,115,70,111,375,Cofagrigus,Ghost,16,58,50,145,30,168,1,8965,641,563
Tornadus Therian Forme,Flying,18,79,100,80,121,380,Cursola,Ghost,16,60,95,50,30,135,1,8966,641,864
Thundurus Incarnate Forme,Electric,8,79,115,70,111,375,Dhelmise,Ghost,16,70,131,100,40,283.5,1,8967,642,781
Thundurus Therian Forme,Electric,8,79,105,70,101,355,Drifblim,Ghost,16,150,80,44,80,144,1,8968,642,426
Reshiram,Dragon,17,100,120,100,90,410,Drifloon,Ghost,16,90,50,34,70,124,1,8969,643,425
Zekrom,Dragon,17,100,150,120,90,460,Dusclops,Ghost,16,40,70,130,25,115,1,8970,644,356
Landorus Incarnate Forme,Ground,9,89,125,90,101,405,Dusknoir,Ghost,16,45,100,135,45,200,1,8971,645,477
Landorus Therian Forme,Ground,9,89,145,90,91,415,Duskull,Ghost,16,20,40,90,25,175,1,8972,645,355
Kyurem,Dragon,17,125,130,90,95,440,Galarian Corsola,Ghost,16,60,55,100,30,115,1,8973,646,222
Black Kyurem,Dragon,17,125,170,100,95,490,Gastly,Ghost,16,30,35,30,80,5,1,8974,646,92
White Kyurem,Dragon,17,125,120,90,95,430,Gengar,Ghost,16,60,65,60,110,175,1,8975,646,94
Keldeo Ordinary Forme,Water,3,91,72,90,108,361,Giratina Altered Forme,Ghost,16,150,100,120,90,424,0,8976,647,487
Keldeo Resolute Forme,Water,3,91,72,90,108,361,Giratina Origin Forme,Ghost,16,150,120,100,90,424,0,8977,647,487
